                              GENEMARK PREDICTIONS

Sequence: AD-820-E17_NODE_1_length_88502_cov_101.2_ID_1
Sequence file: seq.fna
Sequence length: 702326
GC Content:  34.52%
Window length: 96
Window step: 12
Threshold value: 0.500
---
Matrix: Heuristic, GC = 34
Matrix author: Borodovsky Laboratory - Georgia Tech, School of Biology, Atlanta, GA, USA
Matrix order: 2

List of Open reading frames predicted as CDSs, shown with alternate starts
(regions from start to stop codon w/ coding function >0.50)

Left      Right     DNA         Coding Avg   Start
  573993    574703  direct      fr 3   0.86  0.63  
  574014    574703  direct      fr 3   0.89  0.04  
  574029    574703  direct      fr 3   0.89  0.06  
  574083    574703  direct      fr 3   0.90  0.53  

  574696    576216  direct      fr 1   0.88  0.40  
  574708    576216  direct      fr 1   0.89  0.59  
  574732    576216  direct      fr 1   0.90  0.75  
  574915    576216  direct      fr 1   0.90  0.09  
  575089    576216  direct      fr 1   0.91  0.84  
  575197    576216  direct      fr 1   0.90  0.18  

  576229    577404  direct      fr 1   0.90  0.46  
  576592    577404  direct      fr 1   0.90  0.31  
  576733    577404  direct      fr 1   0.92  0.68  
  576817    577404  direct      fr 1   0.92  0.07  

  577404    578525  direct      fr 3   0.80  0.73  
  577500    578525  direct      fr 3   0.84  0.37  
  577632    578525  direct      fr 3   0.85  0.10  
  577635    578525  direct      fr 3   0.84  0.07  

  578518    579978  direct      fr 1   0.86  0.54  
  578611    579978  direct      fr 1   0.89  0.08  
  578854    579978  direct      fr 1   0.86  0.02  
  578875    579978  direct      fr 1   0.86  0.03  

  579993    580607  direct      fr 3   0.85  0.95  
  580083    580607  direct      fr 3   0.89  0.03  
  580365    580607  direct      fr 3   0.78  0.10  

  580689    582533  direct      fr 3   0.80  0.02  
  581178    582533  direct      fr 3   0.82  0.47  
  581637    582533  direct      fr 3   0.85  0.87  
  581706    582533  direct      fr 3   0.86  0.60  

  583272    583745  direct      fr 3   0.88  0.14  
  583293    583745  direct      fr 3   0.88  0.08  
  583341    583745  direct      fr 3   0.86  0.04  

  583745    584893  direct      fr 2   0.85  0.72  
  583757    584893  direct      fr 2   0.86  0.84  
  583859    584893  direct      fr 2   0.86  0.31  
  583880    584893  direct      fr 2   0.86  0.20  
  583922    584893  direct      fr 2   0.85  0.29  

  585116    586594  direct      fr 2   0.84  0.36  
  585158    586594  direct      fr 2   0.86  0.47  
  585164    586594  direct      fr 2   0.86  0.47  
  585170    586594  direct      fr 2   0.86  0.55  

  586610    587302  direct      fr 2   0.71  0.63  
  586655    587302  direct      fr 2   0.75  0.18  
  586925    587302  direct      fr 2   0.86  0.23  
  586970    587302  direct      fr 2   0.85  0.62  

  587315    587518  direct      fr 2   0.51  0.95  
  587357    587518  direct      fr 2   0.66  0.01  
  587363    587518  direct      fr 2   0.66  0.01  

  587528    588445  direct      fr 2   0.90  0.88  
  587570    588445  direct      fr 2   0.95  0.03  
  587588    588445  direct      fr 2   0.95  0.07  
  587702    588445  direct      fr 2   0.94  0.34  

  588456    588665  direct      fr 3   0.55  0.90  
  588501    588665  direct      fr 3   0.70  0.01  

  588824    591196  complement  fr 1   0.82  0.72  
  588824    591037  complement  fr 1   0.84  0.39  
  588824    590740  complement  fr 1   0.86  0.14  
  588824    590575  complement  fr 1   0.85  0.59  
  588824    590392  complement  fr 1   0.84  0.40  

  591453    592436  complement  fr 2   0.78  0.33  
  591453    592208  complement  fr 2   0.77  0.33  
  591453    592106  complement  fr 2   0.75  0.51  
  591453    592103  complement  fr 2   0.75  0.36  

  592493    594280  complement  fr 1   0.80  0.34  
  592493    594136  complement  fr 1   0.81  0.32  
  592493    594115  complement  fr 1   0.80  0.28  
  592493    594049  complement  fr 1   0.80  0.05  

  594646    596040  complement  fr 3   0.72  0.21  
  594646    595821  complement  fr 3   0.70  0.03  
  594646    595767  complement  fr 3   0.69  0.20  
  594646    595761  complement  fr 3   0.69  0.16  

  596490    597605  direct      fr 3   0.66  0.25  
  596508    597605  direct      fr 3   0.66  0.86  
  596616    597605  direct      fr 3   0.65  0.04  
  596655    597605  direct      fr 3   0.63  0.15  
  596682    597605  direct      fr 3   0.62  0.06  

  597913    598830  direct      fr 1   0.74  0.62  
  598582    598830  direct      fr 1   0.63  0.80  
  598645    598830  direct      fr 1   0.52  0.07  

  599170    599604  direct      fr 1   0.64  0.81  
  599176    599604  direct      fr 1   0.66  0.82  
  599254    599604  direct      fr 1   0.69  0.10  
  599287    599604  direct      fr 1   0.67  0.75  
  599335    599604  direct      fr 1   0.62  0.04  

  599594    601033  direct      fr 2   0.84  0.84  
  599723    601033  direct      fr 2   0.85  0.02  
  599867    601033  direct      fr 2   0.84  0.09  
  599876    601033  direct      fr 2   0.84  0.06  

  601441    601845  complement  fr 3   0.65  0.92  
  601441    601788  complement  fr 3   0.66  0.05  
  601441    601746  complement  fr 3   0.62  0.45  

  602005    602286  complement  fr 3   0.56  0.96  
  602005    602274  complement  fr 3   0.59  0.87  
  602005    602214  complement  fr 3   0.53  0.01  

  602449    604161  direct      fr 1   0.77  0.40  
  602728    604161  direct      fr 1   0.80  0.16  
  602839    604161  direct      fr 1   0.80  0.12  

  604511    605026  complement  fr 1   0.81  0.85  
  604511    604924  complement  fr 1   0.85  0.17  
  604511    604729  complement  fr 1   0.78  0.17  

  605105    605605  direct      fr 2   0.68  0.59  
  605114    605605  direct      fr 2   0.70  0.73  
  605216    605605  direct      fr 2   0.75  0.28  
  605219    605605  direct      fr 2   0.75  0.31  
  605264    605605  direct      fr 2   0.77  0.58  

  605607    606431  complement  fr 2   0.67  0.46  
  605607    606350  complement  fr 2   0.69  0.19  
  605607    606347  complement  fr 2   0.69  0.14  
  605607    606329  complement  fr 2   0.70  0.22  

  606434    607717  complement  fr 1   0.74  0.94  
  606434    607621  complement  fr 1   0.76  0.51  
  606434    607492  complement  fr 1   0.75  0.83  
  606434    607459  complement  fr 1   0.76  0.59  
  606434    607291  complement  fr 1   0.80  0.03  
  606434    607267  complement  fr 1   0.81  0.13  
  606434    607234  complement  fr 1   0.83  0.44  

  607720    609087  complement  fr 3   0.77  0.17  
  607720    608859  complement  fr 3   0.87  0.13  
  607720    608847  complement  fr 3   0.87  0.05  
  607720    608787  complement  fr 3   0.89  0.53  
  607720    608778  complement  fr 3   0.90  0.19  
  607720    608631  complement  fr 3   0.89  0.38  

  609240    610886  complement  fr 2   0.76  0.28  
  609240    610832  complement  fr 2   0.76  0.14  
  609240    610820  complement  fr 2   0.76  0.05  

  610960    612942  complement  fr 3   0.63  0.01  
  610960    612861  complement  fr 3   0.66  0.02  
  610960    612564  complement  fr 3   0.71  0.80  
  610960    612483  complement  fr 3   0.70  0.04  
  610960    612243  complement  fr 3   0.71  0.11  
  610960    612045  complement  fr 3   0.66  0.06  

  613008    613916  direct      fr 3   0.72  0.81  
  613431    613916  direct      fr 3   0.73  0.24  
  613554    613916  direct      fr 3   0.78  0.10  
  613722    613916  direct      fr 3   0.63  0.62  
  613743    613916  direct      fr 3   0.58  0.28  

  614271    614777  complement  fr 2   0.66  0.41  
  614271    614681  complement  fr 2   0.67  0.27  
  614271    614522  complement  fr 2   0.76  0.28  
  614271    614513  complement  fr 2   0.75  0.22  

  614787    616499  complement  fr 2   0.92  0.64  
  614787    616244  complement  fr 2   0.91  0.02  
  614787    616202  complement  fr 2   0.91  0.24  

  616642    617847  complement  fr 3   0.72  0.13  
  616642    617805  complement  fr 3   0.74  0.28  
  616642    617781  complement  fr 3   0.75  0.51  
  616642    617760  complement  fr 3   0.76  0.30  
  616642    617757  complement  fr 3   0.76  0.29  

  618084    618776  direct      fr 3   0.81  0.09  
  618114    618776  direct      fr 3   0.79  0.12  
  618144    618776  direct      fr 3   0.79  0.12  

  618788    619861  direct      fr 2   0.80  0.09  
  618917    619861  direct      fr 2   0.85  0.16  
  619025    619861  direct      fr 2   0.84  0.03  
  619070    619861  direct      fr 2   0.83  0.13  

  619873    620691  direct      fr 1   0.73  0.40  
  619981    620691  direct      fr 1   0.75  0.07  
  619993    620691  direct      fr 1   0.75  0.01  
  620077    620691  direct      fr 1   0.77  0.32  

  620716    621315  complement  fr 3   0.64  0.33  
  620716    621219  complement  fr 3   0.64  0.06  
  620716    621120  complement  fr 3   0.56  0.23  

  621382    622482  complement  fr 3   0.91  0.67  
  621382    622461  complement  fr 3   0.92  0.07  
  621382    621993  complement  fr 3   0.88  0.01  

  622628    623155  complement  fr 1   0.69  0.24  
  622628    622861  complement  fr 1   0.58  0.06  

  623156    623575  complement  fr 1   0.67  0.15  
  623156    623530  complement  fr 1   0.72  0.67  
  623156    623287  complement  fr 1   0.60  0.03  

  623585    624832  complement  fr 1   0.91  0.99  
  623585    624748  complement  fr 1   0.92  0.03  
  623585    624700  complement  fr 1   0.92  0.52  
  623585    624586  complement  fr 1   0.91  0.16  

  624857    625705  complement  fr 1   0.77  0.48  
  624857    625495  complement  fr 1   0.78  0.17  
  624857    625348  complement  fr 1   0.80  0.13  
  624857    625258  complement  fr 1   0.78  0.12  

  625757    626863  complement  fr 1   0.91  0.38  
  625757    626809  complement  fr 1   0.91  0.14  
  625757    626794  complement  fr 1   0.91  0.06  

  626973    627740  direct      fr 3   0.73  0.46  
  627288    627740  direct      fr 3   0.71  0.49  
  627531    627740  direct      fr 3   0.71  0.50  

  627777    628316  complement  fr 2   0.73  0.02  
  627777    628055  complement  fr 2   0.76  0.64  
  627777    627983  complement  fr 2   0.68  0.01  
  627777    627947  complement  fr 2   0.62  0.14  

  628313    628801  complement  fr 1   0.58  0.06  
  628313    628684  complement  fr 1   0.74  0.15  
  628313    628681  complement  fr 1   0.74  0.05  
  628313    628630  complement  fr 1   0.75  0.58  
  628313    628606  complement  fr 1   0.73  0.40  
  628313    628597  complement  fr 1   0.73  0.67  

  628728    628886  direct      fr 3   0.58  0.86  

  628821    630176  complement  fr 2   0.74  0.15  
  628821    630083  complement  fr 2   0.79  0.95  
  628821    629951  complement  fr 2   0.78  0.02  
  628821    629948  complement  fr 2   0.78  0.01  

  630199    630993  complement  fr 3   0.72  0.14  
  630199    630987  complement  fr 3   0.72  0.13  
  630199    630963  complement  fr 3   0.72  0.09  

  631001    632830  complement  fr 1   0.75  0.22  
  631001    632719  complement  fr 1   0.75  0.02  
  631001    632683  complement  fr 1   0.75  0.28  
  631001    632638  complement  fr 1   0.74  0.01  

  633027    634715  direct      fr 3   0.76  0.50  
  633105    634715  direct      fr 3   0.75  0.55  
  633111    634715  direct      fr 3   0.75  0.35  

  634838    635086  direct      fr 2   0.64  0.17  
  634901    635086  direct      fr 2   0.69  0.14  
  634916    635086  direct      fr 2   0.68  0.28  

  635083    636069  direct      fr 1   0.80  0.60  
  635134    636069  direct      fr 1   0.84  0.35  
  635149    636069  direct      fr 1   0.83  0.17  
  635170    636069  direct      fr 1   0.83  0.35  

  636066    636473  direct      fr 3   0.60  0.58  
  636102    636473  direct      fr 3   0.63  0.57  
  636117    636473  direct      fr 3   0.62  0.30  
  636144    636473  direct      fr 3   0.59  0.16  

  636451    637089  direct      fr 1   0.72  0.65  
  636652    637089  direct      fr 1   0.77  0.08  
  636670    637089  direct      fr 1   0.76  0.28  
  636676    637089  direct      fr 1   0.75  0.35  

  637090    637500  direct      fr 1   0.57  0.11  
  637129    637500  direct      fr 1   0.64  0.16  
  637201    637500  direct      fr 1   0.65  0.23  
  637207    637500  direct      fr 1   0.65  0.14  
  637267    637500  direct      fr 1   0.60  0.36  

  637739    638080  complement  fr 1   0.62  0.06  

  638207    639472  direct      fr 2   0.86  0.89  
  638285    639472  direct      fr 2   0.90  0.37  
  638723    639472  direct      fr 2   0.86  0.15  
  638759    639472  direct      fr 2   0.85  0.09  

  639450    640145  direct      fr 3   0.84  0.77  
  639462    640145  direct      fr 3   0.86  0.83  
  639645    640145  direct      fr 3   0.86  0.22  
  639669    640145  direct      fr 3   0.85  0.17  
  639768    640145  direct      fr 3   0.84  0.15  

  640452    643124  complement  fr 2   0.81  0.12  
  640452    643049  complement  fr 2   0.83  0.01  
  640452    643016  complement  fr 2   0.84  0.67  
  640452    642965  complement  fr 2   0.84  0.14  
  640452    642962  complement  fr 2   0.84  0.25  

  643131    643943  complement  fr 2   0.83  0.07  
  643131    643361  complement  fr 2   0.74  0.28  
  643131    643262  complement  fr 2   0.58  0.15  

  643954    645258  complement  fr 3   0.71  0.18  
  643954    645252  complement  fr 3   0.71  0.13  
  643954    645231  complement  fr 3   0.71  0.05  
  643954    645171  complement  fr 3   0.72  0.19  

  645381    647717  complement  fr 2   0.82  0.66  
  645381    647609  complement  fr 2   0.84  0.56  
  645381    647585  complement  fr 2   0.83  0.48  
  645381    647438  complement  fr 2   0.86  0.18  

  647791    649059  direct      fr 1   0.77  0.92  
  647902    649059  direct      fr 1   0.81  0.36  
  647938    649059  direct      fr 1   0.81  0.09  
  648244    649059  direct      fr 1   0.77  0.31  

  649072    649815  direct      fr 1   0.72  0.68  
  649159    649815  direct      fr 1   0.76  0.02  
  649204    649815  direct      fr 1   0.78  0.49  
  649222    649815  direct      fr 1   0.79  0.07  
  649558    649815  direct      fr 1   0.77  0.04  
  649561    649815  direct      fr 1   0.76  0.05  
  649576    649815  direct      fr 1   0.75  0.08  

  649869    651374  complement  fr 2   0.81  0.80  
  649869    651170  complement  fr 2   0.80  0.25  
  649869    651161  complement  fr 2   0.80  0.18  
  649869    651005  complement  fr 2   0.79  0.37  

  651422    652972  complement  fr 1   0.86  0.60  
  651422    652843  complement  fr 1   0.88  0.34  
  651422    652732  complement  fr 1   0.87  0.23  
  651422    652714  complement  fr 1   0.87  0.29  

  652726    653730  direct      fr 1   0.69  0.03  
  652936    653730  direct      fr 1   0.87  0.89  
  653122    653730  direct      fr 1   0.90  0.70  
  653344    653730  direct      fr 1   0.86  0.25  
  653515    653730  direct      fr 1   0.79  0.08  

  653732    654064  complement  fr 1   0.65  0.64  
  653732    654049  complement  fr 1   0.68  0.89  

  654259    655275  direct      fr 1   0.76  0.24  
  654310    655275  direct      fr 1   0.79  0.88  
  654319    655275  direct      fr 1   0.79  0.81  
  654364    655275  direct      fr 1   0.78  0.15  

  655283    656002  complement  fr 1   0.80  0.04  
  655283    655858  complement  fr 1   0.88  0.21  
  655283    655669  complement  fr 1   0.83  0.02  
  655283    655459  complement  fr 1   0.68  0.20  

  656084    657259  complement  fr 1   0.78  0.36  
  656084    657205  complement  fr 1   0.80  0.70  
  656084    657202  complement  fr 1   0.80  0.72  
  656084    657187  complement  fr 1   0.80  0.63  

  657421    657768  complement  fr 3   0.82  0.63  
  657421    657759  complement  fr 3   0.82  0.86  
  657421    657678  complement  fr 3   0.77  0.02  

  658068    659039  complement  fr 2   0.61  0.26  
  658068    659009  complement  fr 2   0.62  0.15  
  658068    658961  complement  fr 2   0.65  0.04  
  658068    658916  complement  fr 2   0.68  0.17  
  658068    658895  complement  fr 2   0.69  0.03  
  658068    658778  complement  fr 2   0.73  0.04  
  658068    658691  complement  fr 2   0.80  0.02  
  658068    658679  complement  fr 2   0.81  0.02  
  658068    658529  complement  fr 2   0.84  0.04  
  658068    658526  complement  fr 2   0.84  0.01  

  659047    661059  complement  fr 3   0.81  0.32  
  659047    661029  complement  fr 3   0.81  0.17  
  659047    660864  complement  fr 3   0.80  0.03  
  659047    660735  complement  fr 3   0.80  0.42  

  661304    661750  complement  fr 1   0.65  0.89  
  661304    661504  complement  fr 1   0.68  0.29  
  661304    661483  complement  fr 1   0.64  0.69  

  661743    661976  complement  fr 2   0.60  0.74  

  662076    663005  complement  fr 2   0.66  0.38  
  662076    662927  complement  fr 2   0.67  0.44  
  662076    662726  complement  fr 2   0.73  0.03  
  662076    662711  complement  fr 2   0.72  0.45  

  663137    664891  direct      fr 2   0.96  0.15  
  663203    664891  direct      fr 2   0.96  0.18  
  663242    664891  direct      fr 2   0.95  0.34  

  664888    665259  direct      fr 1   0.74  0.69  
  664993    665259  direct      fr 1   0.77  0.04  
  665035    665259  direct      fr 1   0.73  0.14  
  665083    665259  direct      fr 1   0.67  0.04  

  665256    665708  direct      fr 3   0.76  0.42  
  665409    665708  direct      fr 3   0.82  0.05  
  665436    665708  direct      fr 3   0.80  0.05  
  665529    665708  direct      fr 3   0.74  0.55  

  665702    666721  direct      fr 2   0.72  0.80  
  665726    666721  direct      fr 2   0.74  0.94  
  665870    666721  direct      fr 2   0.72  0.01  
  666167    666721  direct      fr 2   0.84  0.09  
  666206    666721  direct      fr 2   0.83  0.28  

  666714    667439  direct      fr 3   0.84  0.89  
  666756    667439  direct      fr 3   0.89  0.06  
  666801    667439  direct      fr 3   0.90  0.56  
  666807    667439  direct      fr 3   0.90  0.43  
  666915    667439  direct      fr 3   0.88  0.06  

  667691    668155  complement  fr 1   0.79  0.16  
  667691    668041  complement  fr 1   0.74  0.07  
  667691    668023  complement  fr 1   0.74  0.04  

  668227    668874  complement  fr 3   0.62  0.12  
  668227    668820  complement  fr 3   0.68  0.06  
  668227    668748  complement  fr 3   0.68  0.38  

  668867    669748  complement  fr 1   0.84  0.52  
  668867    669688  complement  fr 1   0.90  0.71  
  668867    669658  complement  fr 1   0.89  0.28  
  668867    669607  complement  fr 1   0.89  0.47  

  669797    670426  complement  fr 1   0.88  0.14  

  670660    671001  direct      fr 1   0.86  0.04  
  670696    671001  direct      fr 1   0.84  0.13  
  670837    671001  direct      fr 1   0.71  0.38  

  671049    671609  complement  fr 2   0.83  0.93  
  671049    671594  complement  fr 2   0.84  0.86  
  671049    671435  complement  fr 2   0.83  0.11  
  671049    671414  complement  fr 2   0.82  0.18  
  671049    671336  complement  fr 2   0.77  0.02  

  671642    671935  complement  fr 1   0.65  0.85  
  671642    671917  complement  fr 1   0.68  0.97  
  671642    671881  complement  fr 1   0.72  0.11  
  671642    671821  complement  fr 1   0.64  0.09  

  671990    672331  complement  fr 1   0.60  0.62  
  671990    672241  complement  fr 1   0.67  0.83  
  671990    672220  complement  fr 1   0.65  0.51  
  671990    672184  complement  fr 1   0.59  0.07  

  672378    674861  complement  fr 2   0.88  0.32  
  672378    674780  complement  fr 2   0.91  0.71  
  672378    674702  complement  fr 2   0.91  0.17  
  672378    674582  complement  fr 2   0.90  0.51  

  675114    676415  direct      fr 3   0.89  0.40  
  675141    676415  direct      fr 3   0.91  0.80  
  675207    676415  direct      fr 3   0.92  0.01  
  675210    676415  direct      fr 3   0.92  0.01  
  675213    676415  direct      fr 3   0.92  0.00  

  676568    676813  direct      fr 2   0.61  0.97  
  676574    676813  direct      fr 2   0.64  0.88  

  676866    677906  direct      fr 3   0.95  0.02  
  677004    677906  direct      fr 3   0.95  0.47  
  677022    677906  direct      fr 3   0.95  0.05  

  677916    679730  direct      fr 3   0.88  0.62  
  677985    679730  direct      fr 3   0.91  0.30  
  678096    679730  direct      fr 3   0.91  0.14  
  678198    679730  direct      fr 3   0.90  0.42  
  678234    679730  direct      fr 3   0.90  0.05  

  679849    680532  direct      fr 1   0.74  0.70  
  679867    680532  direct      fr 1   0.76  0.62  
  680002    680532  direct      fr 1   0.84  0.37  
  680047    680532  direct      fr 1   0.86  0.31  
  680158    680532  direct      fr 1   0.84  0.24  

  680693    681178  direct      fr 2   0.60  0.91  
  680738    681178  direct      fr 2   0.67  0.03  
  680837    681178  direct      fr 2   0.61  0.03  
  680849    681178  direct      fr 2   0.61  0.03  

  681335    682456  direct      fr 2   0.84  0.97  
  681479    682456  direct      fr 2   0.88  0.10  
  681482    682456  direct      fr 2   0.88  0.05  
  681665    682456  direct      fr 2   0.87  0.19  
  681968    682456  direct      fr 2   0.86  0.44  

  682493    683410  complement  fr 1   0.89  0.17  
  682493    683245  complement  fr 1   0.89  0.18  
  682493    683044  complement  fr 1   0.87  0.76  
  682493    682999  complement  fr 1   0.86  0.02  

  683480    683914  complement  fr 1   0.78  0.10  
  683480    683896  complement  fr 1   0.80  0.44  
  683480    683719  complement  fr 1   0.76  0.03  

  683930    684604  complement  fr 1   0.87  0.12  
  683930    684535  complement  fr 1   0.85  0.10  
  683930    684427  complement  fr 1   0.83  0.85  

  684704    687598  complement  fr 1   0.93  0.14  
  684704    687559  complement  fr 1   0.93  0.04  
  684704    687499  complement  fr 1   0.94  0.83  
  684704    687493  complement  fr 1   0.94  0.47  

  687908    689716  direct      fr 2   0.79  0.30  
  687914    689716  direct      fr 2   0.80  0.38  
  688025    689716  direct      fr 2   0.81  0.06  
  688046    689716  direct      fr 2   0.81  0.13  
  688115    689716  direct      fr 2   0.81  0.34  

  689728    689943  direct      fr 1   0.64  0.91  
  689749    689943  direct      fr 1   0.72  0.58  
  689752    689943  direct      fr 1   0.72  0.32  

  690003    690290  complement  fr 2   0.67  0.17  
  690003    690236  complement  fr 2   0.75  0.89  
  690003    690146  complement  fr 2   0.62  0.07  
  690003    690119  complement  fr 2   0.50  0.09  

  690391    691410  direct      fr 1   0.83  0.98  
  690403    691410  direct      fr 1   0.84  0.83  
  690523    691410  direct      fr 1   0.86  0.19  
  690736    691410  direct      fr 1   0.83  0.04  
  690856    691410  direct      fr 1   0.80  0.09  

  691411    692541  direct      fr 1   0.85  0.66  
  691462    692541  direct      fr 1   0.89  0.09  
  691549    692541  direct      fr 1   0.89  0.39  
  691609    692541  direct      fr 1   0.89  0.12  
  691657    692541  direct      fr 1   0.88  0.30  

  692660    694063  direct      fr 2   0.89  0.33  
  692783    694063  direct      fr 2   0.88  0.15  
  692792    694063  direct      fr 2   0.88  0.05  

  694120    694686  complement  fr 3   0.75  0.49  
  694120    694569  complement  fr 3   0.75  0.19  
  694120    694500  complement  fr 3   0.73  0.28  
  694120    694476  complement  fr 3   0.72  0.24  

  694694    696418  complement  fr 1   0.86  0.17  
  694694    696307  complement  fr 1   0.87  0.10  
  694694    696202  complement  fr 1   0.88  0.47  
  694694    696175  complement  fr 1   0.88  0.10  

  696535    697125  direct      fr 1   0.89  0.71  
  696856    697125  direct      fr 1   0.81  0.27  
  696988    697125  direct      fr 1   0.66  0.04  

  697129    697644  direct      fr 1   0.66  0.94  
  697342    697644  direct      fr 1   0.73  0.47  
  697450    697644  direct      fr 1   0.74  0.75  

  697645    698130  direct      fr 1   0.79  0.29  
  697753    698130  direct      fr 1   0.86  0.43  
  697771    698130  direct      fr 1   0.86  0.07  
  697804    698130  direct      fr 1   0.84  0.02  

  698174    699448  direct      fr 2   0.84  0.06  
  698453    699448  direct      fr 2   0.87  0.76  
  698501    699448  direct      fr 2   0.86  0.11  
  698549    699448  direct      fr 2   0.85  0.08  

  699445    699729  complement  fr 3   0.66  0.88  

  699839    699946  complement  fr 1   0.54  0.93  

  700306    701013  direct      fr 1   0.81  0.27  
  700315    701013  direct      fr 1   0.82  0.24  
  700426    701013  direct      fr 1   0.87  0.73  
  700579    701013  direct      fr 1   0.85  0.03  
  700711    701013  direct      fr 1   0.79  0.03  
  700744    701013  direct      fr 1   0.77  0.25  

  701379    702254  complement  fr 2   0.68  ....  
  701379    702149  complement  fr 2   0.75  0.67  
  701379    701771  complement  fr 2   0.71  0.12  

List of Regions of interest
(regions from stop to stop codon w/ a signal in between)

   LEnd      REnd    Strand      Frame
 --------  --------  ----------- -----
        3       323  direct      fr 3
      281      2125  direct      fr 2
     2205      2651  direct      fr 3
     2679      4148  direct      fr 3
     4155      6530  direct      fr 3
     6515      6916  direct      fr 2
     6969      9407  complement  fr 2
     9389     10282  complement  fr 1
    10375     10767  direct      fr 1
    10765     11100  direct      fr 1
    11078     11446  direct      fr 2
    11618     11935  direct      fr 2
    11907     12191  direct      fr 3
    12127     12432  complement  fr 3
    12563     15799  direct      fr 2
    12910     13071  complement  fr 3
    15760     16464  direct      fr 1
    16458     17357  direct      fr 3
    17306     17821  direct      fr 2
    17849     18421  direct      fr 2
    18455     20275  complement  fr 1
    20358     21794  complement  fr 2
    21638     22693  complement  fr 1
    22691     23149  complement  fr 1
    23095     23574  complement  fr 3
    23578     24390  complement  fr 3
    24468     25424  complement  fr 2
    25521     25682  complement  fr 2
    25604     26434  direct      fr 2
    26415     26786  direct      fr 3
    26764     27246  complement  fr 3
    27257     28183  direct      fr 2
    28194     30248  direct      fr 3
    28580     28780  complement  fr 1
    30392     31390  direct      fr 2
    31446     32042  direct      fr 3
    32142     33710  direct      fr 3
    33718     34176  complement  fr 3
    34177     34839  complement  fr 3
    34829     35212  complement  fr 1
    35225     36265  direct      fr 2
    36262     37209  complement  fr 3
    37246     38385  complement  fr 3
    38210     38848  direct      fr 2
    38862     39716  direct      fr 3
    39707     40291  direct      fr 2
    40261     40509  direct      fr 1
    40464     40901  direct      fr 3
    40891     41424  direct      fr 1
    41431     42462  complement  fr 3
    42469     43581  complement  fr 3
    43623     44687  direct      fr 3
    44934     45956  direct      fr 3
    45949     46098  complement  fr 3
    46114     48162  direct      fr 1
    48215     48997  complement  fr 1
    49171     49968  direct      fr 1
    49966     50829  direct      fr 1
    50891     54355  direct      fr 2
    54353     56845  direct      fr 2
    56839     57822  direct      fr 1
    57847     58512  complement  fr 3
    58499     59887  complement  fr 1
    59964     62021  direct      fr 3
    62014     63141  direct      fr 1
    62700     63023  complement  fr 2
    63135     65621  direct      fr 3
    65619     66902  direct      fr 3
    66846     67739  complement  fr 2
    67711     69114  complement  fr 3
    69099     69911  complement  fr 2
    69965     71182  direct      fr 2
    71160     71741  direct      fr 3
    71752     73353  complement  fr 3
    73351     73617  complement  fr 3
    73564     73752  direct      fr 1
    73685     74320  complement  fr 1
    74311     75801  complement  fr 3
    75842     76618  complement  fr 1
    76230     76505  direct      fr 3
    76746     77405  complement  fr 2
    77454     78563  direct      fr 3
    78550     78900  complement  fr 3
    78997     79425  complement  fr 3
    79400     80038  complement  fr 1
    80037     81299  direct      fr 3
    81321     83537  direct      fr 3
    83535     84752  direct      fr 3
    84793     85071  complement  fr 3
    85208     85618  direct      fr 2
    85603     86532  direct      fr 1
    85905     86117  complement  fr 2
    86701     87903  complement  fr 3
    87941     88336  direct      fr 2
    88343     88597  complement  fr 1
    88480     88872  direct      fr 1
    88850     89473  direct      fr 2
    89505     90395  complement  fr 2
    90307     90504  complement  fr 3
    90515     92584  direct      fr 2
    92586     93806  complement  fr 2
    93931     94278  direct      fr 1
    94361     94843  direct      fr 2
    94791     95339  direct      fr 3
    95294     96607  direct      fr 2
    96598     97479  direct      fr 1
    97477     97839  direct      fr 1
    97830     98525  direct      fr 3
    98504     99631  direct      fr 2
    99582    100487  direct      fr 3
   100447    101262  direct      fr 1
   101253    102308  direct      fr 3
   102305    102535  complement  fr 1
   103574    103798  direct      fr 2
   104311    104508  direct      fr 1
   104760    105002  direct      fr 3
   105868    106035  direct      fr 1
   106139    106306  direct      fr 2
   106993    107454  complement  fr 3
   107016    107156  direct      fr 3
   107154    107327  direct      fr 3
   108016    108744  direct      fr 1
   108737    109774  complement  fr 1
   109741    111720  complement  fr 3
   111783    112880  complement  fr 2
   112069    112254  direct      fr 1
   112865    114184  complement  fr 1
   114200    115081  direct      fr 2
   115079    115312  direct      fr 2
   115302    117470  direct      fr 3
   116591    116878  complement  fr 1
   117004    117201  direct      fr 1
   117474    118688  direct      fr 3
   118682    119779  direct      fr 2
   119781    121184  direct      fr 3
   121247    122365  complement  fr 1
   122385    124562  complement  fr 2
   124606    125040  complement  fr 3
   124667    125041  direct      fr 2
   125192    125503  direct      fr 2
   125632    126372  direct      fr 1
   126415    127134  complement  fr 3
   127108    127884  direct      fr 1
   127869    128264  direct      fr 3
   128218    129549  direct      fr 1
   129534    130337  direct      fr 3
   130310    131395  direct      fr 2
   131445    131972  complement  fr 2
   131925    132674  direct      fr 3
   131990    132445  complement  fr 1
